bank_id,category_id,merchant_details,discount,offer_validity,offer_details_1,image_url,more_details_url
11,4,Barakath Tex,20%,23rd March & 6th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057957058_270.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Rizvi Men’s Wear,30%,23rd & 24th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057957922_271.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Midnight Divas,15%,7th to 9th April 2025,Excluding Selected Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057958881_272.jpg,https://www.peoplesbank.lk/clothing-credit-card/
11,4,Singer,Up to 60%,Till 31st March 2025,On Selected Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057974943_273.jpg,https://www.peoplesbank.lk/electronics-credit-card/
11,4,Lakesela Trade Centre & Laksela Life Style,Up to 60%,Till 30th April 2025,On Selected Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057977247_274.jpg,https://www.peoplesbank.lk/electronics-credit-card/
11,4,Softlogic,Up to 50%,15th March to 30th April 2025,On Selected Consumer Electronics & Furniture,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057979224_275.jpg,https://www.peoplesbank.lk/electronics-credit-card/
11,4,Softlogic MAX,Up to 50%,15th March to 30th April 2025,On Selected Consumer Electronics & Furniture,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057979702_276.jpg,https://www.peoplesbank.lk/electronics-credit-card/
11,4,Abans,Up to 45%,Till 30th April 2025,On Selected Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057980108_277.jpg,https://www.peoplesbank.lk/electronics-credit-card/
11,4,Celcius,40%,"22nd,23rd,29th,30th March & 5th,6th April 2025",,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057980632_278.jpg,https://www.peoplesbank.lk/electronics-credit-card/
11,4,Dinapala,Up to 30%,Till 30th April 2025,On Selected Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057981071_279.jpg,https://www.peoplesbank.lk/electronics-credit-card/
11,4,Lumala(Factory Outlet @ Panadura),Up to 30%,Till 30th April 2025,On Selected Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057981577_280.jpg,https://www.peoplesbank.lk/electronics-credit-card/
11,4,Hunters,Up to 25%,Till 30th April 2025,On Selected Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057982159_281.jpg,https://www.peoplesbank.lk/electronics-credit-card/
11,4,Dankotuwa Porcelain,Up to 20%,15th March to 28th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057982767_282.jpg,https://www.peoplesbank.lk/electronics-credit-card/
11,4,Ranga Shopping Centre,Up to 5%,Till 30th April 2025,On Selected Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057983317_283.jpg,https://www.peoplesbank.lk/electronics-credit-card/
11,4,Smart Life Music,Up to 25%,15th March to 30th April 2025,Excluding Accessories,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057983903_284.jpg,https://www.peoplesbank.lk/electronics-credit-card/
11,4,NISACO,20%,15th March to 30th April 2025,On Selected Items,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057984502_285.jpg,https://www.peoplesbank.lk/electronics-credit-card/
11,4,Dilshan Drapers,Up to 15%,Till 30th April 2025,(On selected items),https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057985110_286.jpg,https://www.peoplesbank.lk/electronics-credit-card/
11,4,Seetha Holdings,10%,Till 30th April 2025,For Electronics & Furniture,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742057985602_287.jpg,https://www.peoplesbank.lk/electronics-credit-card/
11,4,Adidas,35%,4th to 6th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058004892_288.jpg,https://www.peoplesbank.lk/shoes-leather-credit-card/
11,4,Clarks,35%,4th to 6th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058005838_289.jpg,https://www.peoplesbank.lk/shoes-leather-credit-card/
11,4,Fila,35%,4th to 6th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058006414_290.jpg,https://www.peoplesbank.lk/shoes-leather-credit-card/
11,4,Modare,35%,4th to 6th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058006921_291.jpg,https://www.peoplesbank.lk/shoes-leather-credit-card/
11,4,Puma,35%,4th to 6th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058007476_292.jpg,https://www.peoplesbank.lk/shoes-leather-credit-card/
11,4,Red Tape,35%,4th to 6th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058008017_293.jpg,https://www.peoplesbank.lk/shoes-leather-credit-card/
11,4,Von Wellx,35%,4th to 6th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058008573_294.jpg,https://www.peoplesbank.lk/shoes-leather-credit-card/
11,4,Reebok,35%,4th to 6th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058009163_295.jpg,https://www.peoplesbank.lk/shoes-leather-credit-card/
11,4,DSI Premier,35%,4th to 6th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058009568_296.jpg,https://www.peoplesbank.lk/shoes-leather-credit-card/
11,4,Asics,35%,4th to 6th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058010018_297.jpg,https://www.peoplesbank.lk/shoes-leather-credit-card/
11,4,Vizzano,35%,4th to 6th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058011093_298.jpg,https://www.peoplesbank.lk/shoes-leather-credit-card/
11,4,Helanka,30%,"22nd, 23rd March & 3rd,4th April 2025","(Eheliyagoda,Ratnapura,Maharagama & Piliyandala)",https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058011857_299.jpg,https://www.peoplesbank.lk/shoes-leather-credit-card/
11,4,Helanka,30%,"22nd, 23rd March & 3rd,4th April 2025","Minimum Bill Value-Rs.6,000/- (Negombo, Avissawella,Horana)",https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058012407_300.jpg,https://www.peoplesbank.lk/shoes-leather-credit-card/
11,4,Helanka Budget Shop,20%,"22nd , 23rd March & 3rd,4th April 2025","Minimum Bill Value - Rs. 6,000/-",https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058012993_301.jpg,https://www.peoplesbank.lk/shoes-leather-credit-card/
11,4,Saffans,30%,10th & 11th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058013843_302.jpg,https://www.peoplesbank.lk/shoes-leather-credit-card/
11,4,Tony Pelle,25%,26th & 27th March 2025,"Maximum Discount Per Bill- Rs. 5,000/-",https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058014467_303.jpg,https://www.peoplesbank.lk/shoes-leather-credit-card/
11,4,Abans Miniso,Up to 70%,18th & 19th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058041071_304.jpg,https://www.peoplesbank.lk/credit-card-others/
11,4,TITAN Watches (By Abans),Up to 30%,18th & 19th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058042349_305.jpg,https://www.peoplesbank.lk/credit-card-others/
11,4,Times Square Watches (By Abans),Up to 30%,18th & 19th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058042970_306.jpg,https://www.peoplesbank.lk/credit-card-others/
11,4,Wickramaarachchi Opticians,30%,15th March to 30th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058045035_307.jpg,https://www.peoplesbank.lk/credit-card-others/
11,4,Spa Ceylon,40%,22nd & 23rd March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058046908_308.jpg,https://www.peoplesbank.lk/credit-card-others/
11,4,Nail Spa By Cuccio,30%,15th March to 30th April 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058054735_309.jpg,https://www.peoplesbank.lk/credit-card-others/
11,4,Nick Nack,20%,24th & 25th March 2025,,https://kbcaevsuxnajykrzhjco.supabase.co/storage/v1/object/public/card_promo_images/PeoplesBank/1742058059498_310.jpg,https://www.peoplesbank.lk/credit-card-others/
11,4,Moonstone(At Havelock City Mall),20%,24th & 25th March 2025,,,https://www.peoplesbank.lk/credit-card-others/
